swid,ref_idvl_id,exprnc_id,tkt_mod_id,new_ats_gst_id,new_sls_txn_id,new_sls_txn_dssn_id,old_sls_txn_id,old_sls_txn_dssn_id,new_ats_prod_id,new_prod_ds,new_price_subtyp_nm,new_tkt_vld_strt_dt,new_tkt_exp_d,old_tkt_vld_strt_dt,old_tkt_exp_dt,new_atsr_tkt_id,old_ats_prod_id,orig_prod_ds,orig_price_subtyp_nm,old_atsr_tkt_id,old_sls_txn_dt,new_sls_txn_dt,sls_txn_typ_cd,net_sls_am,ti2_txn_idvl_id,GST_ID,MINOR_GST_IN,EML_NULL_IN,ADDR_NULL_IN,ST_CD,ADDR_PSTL_CD,CNTRY_ID,RSDNC_CD,SOCAL_IN,FLRES_IN,US_TERR_IN,DMA_CD,DMA_DESC,DMA_DVSN_NM,DMR_RGN_NM,HSHOLD_LIFESTAGE,DVC_MBR_IN,DVC_LEAD_IN,DLR_ACTV_AP_IN,DLR_LPSD_AP_IN,DLR_LPSD_AP_DAYS,WDW_ACTV_AP_IN,WDW_LPSD_AP_IN,WDW_LPSD_AP_DAYS,ABD_INHOUSE_IN,AUL_INHOUSE_IN,BCH_INHOUSE_IN,DCL_INHOUSE_IN,DLR_INHOUSE_IN,WDW_INHOUSE_IN,ABD_PST_STY_IN,ABD_PST_STY_CNT,ABD_MAX_PST_STY_DT,AUL_PST_STY_IN,AUL_PST_STY_CNT,AUL_MAX_PST_STY_DT,BCH_PST_STY_IN,BCH_PST_STY_CNT,BCH_MAX_PST_STY_DT,DCL_PST_STY_IN,DCL_PST_STY_CNT,DCL_MAX_PST_STY_DT,DLR_PST_STY_CNT,DLR_MAX_PST_STY_DT,DLR_PST_STY_IN,DLR_GNH_PST_STY_IN,DLR_GNH_PST_STY_CNT,DLR_GNH_MAX_PST_STY_DT,WDW_PST_STY_IN,WDW_PST_STY_CNT,WDW_MAX_PST_STY_DT,ABD_BKNG_IN,ABD_MAX_BKNG_DT,AUL_BKNG_IN,AUL_MAX_BKNG_DT,BCH_BKNG_IN,BCH_MAX_BKNG_DT,DCL_BKNG_IN,DCL_MAX_BKNG_DT,DLR_BKNG_IN,DLR_MAX_BKNG_DT,WDW_BKNG_IN,WDW_MAX_BKNG_DT,ABD_FUT_STY_IN,ABD_MIN_FUT_ARVL_DT,AUL_FUT_STY_IN,AUL_MIN_FUT_ARVL_DT,BCH_FUT_STY_IN,BCH_MIN_FUT_ARVL_DT,DCL_FUT_STY_IN,DCL_MIN_FUT_ARVL_DT,DLR_FUT_STY_IN,DLR_MIN_FUT_ARVL_DT,DLR_GNH_FUT_STY_IN,DLR_GNH_MIN_FUT_ARVL_DT,WDW_FUT_STY_IN,WDW_MIN_FUT_ARVL_DT,ABD_CNCL_IN,ABD_MAX_CNCL_DT,AUL_CNCL_IN,AUL_MAX_CNCL_DT,BCH_CNCL_IN,BCH_MAX_CNCL_DT,DCL_CNCL_IN,DCL_MAX_CNCL_DT,DLR_CNCL_IN,DLR_MAX_CNCL_DT,WDW_CNCL_IN,WDW_MAX_CNCL_DT,AUL_SHOP_IN,AUL_MAX_SHP_DT,BCH_SHOP_IN,BCH_MAX_SHP_DT,DLR_SHOP_IN,DLR_MAX_SHP_DT,WDW_SHOP_IN,WDW_MAX_SHP_DT,ABD_HR_IN,ABD_MAX_HR_DT,AUL_HR_IN,AUL_MAX_HR_DT,DCL_HR_IN,DCL_MAX_HR_DT,DLR_HR_IN,DLR_MAX_HR_DT,WDW_HR_IN,WDW_MAX_HR_DT,ABD_CLTRL_IN,ABD_MAX_CLTRL_DT,AUL_CLTRL_IN,AUL_MAX_CLTRL_DT,DCL_CLTRL_IN,DCL_MAX_CLTRL_DT,DLR_CLTRL_IN,DLR_MAX_CLTRL_DT,WDW_CLTRL_IN,WDW_MAX_CLTRL_DT,DLR_STKFIG_IN,DLR_MAX_STKFIG_DT,WDW_STKFIG_IN,WDW_MAX_STKFIG_DT,DLR_DINE_IN,DLR_MAX_DINE_DT,WDW_DINE_IN,WDW_MAX_DINE_DT,DLR_PFE_IN,DLR_MAX_PFE_DT,WDW_PFE_IN,WDW_MAX_PFE_DT,REG_IN,MAX_REG_DT,AUL_DPI_PHOTO_IN,AUL_MAX_ACTV_CAPTR_DT,DLR_DPI_PHOTO_IN,DLR_MAX_ACTV_CAPTR_DT,WDW_DPI_PHOTO_IN,WDW_MAX_ACTV_CAPTR_DT,DS_ORD_IN,DS_MAX_ORD_DT,DVA_ENG_IN,DVA_MAX_ENG_DT,EML_POS_RESP_IN,MAX_EML_POS_RESP_DT,MAX_INTRCT_DT,GST_PROMO_DM,ABD_GST_PROMO_DM,AUL_GST_PROMO_DM,DCL_GST_PROMO_DM,DLR_GST_PROMO_DM,DVC_GST_PROMO_DM,WDW_GST_PROMO_DM,GST_PROMO_EM,ABD_GST_PROMO_EM,AUL_GST_PROMO_EM,DCL_GST_PROMO_EM,DLR_GST_PROMO_EM,DVC_GST_PROMO_EM,DVCMBR_GST_PROMO_EM,WDW_GST_PROMO_EM,WDW_GST_PROMO_FBCA,ABD_MAX_PST_NGHT_CNT_2YR,ABD_PST_STY_CNT_2YR,ABD_MAX_PST_NGHT_CNT,AUL_MAX_PST_NGHT_CNT_2YR,AUL_PST_STY_CNT_2YR,AUL_LST_STY_MTH_2YR,AUL_MAX_PST_NGHT_CNT,DCL_LST_STY_CTGY_2YR,DCL_MAX_PST_NGHT_CNT_2YR,DCL_LST_PORT_2YR,DCL_PST_STY_CNT_2YR,DCL_LST_REGN_2YR,DCL_MAX_PST_NGHT_CNT,DCL_PST_STY_HGHST_CTGY,DCL_CSTWY_CLB_STS,DLR_MAX_PST_NGHT_CNT_2YR,DLR_LST_STY_CTGY_2YR,DLR_PST_STY_CNT_2YR,DLR_LST_STY_MTH_2YR,DLR_MAX_PST_NGHT_CNT,DLR_PST_STY_HGHST_CTGY,WDW_MAX_PST_NGHT_CNT_2YR,WDW_LST_STY_CTGY_2YR,WDW_PST_STY_CNT_2YR,WDW_LST_STY_MTH_2YR,WDW_MAX_PST_NGHT_CNT,WDW_PST_STY_HGHST_CTGY,ABD_GTM_VPC,ABD_DAYS_TO_ARVL,ABD_DAYS_TO_ARVL_CTGRY,ABD_FUT_ARVL_MTH,ABD_PST_STY_42_DAY_IN,ABD_LST_STY_DAY_SINCE_CNT,ABD_LST_STY_YRS_SINCE_CTGRY,ABD_RCNT_STY_42_DAY_IN,BCH_GTM_VPC,BCH_DAYS_TO_ARVL,BCH_DAYS_TO_ARVL_CTGRY,BCH_FUT_ARVL_MTH,BCH_PST_STY_42_DAY_IN,BCH_LST_STY_DAY_SINCE_CNT,BCH_LST_STY_YRS_SINCE_CTGRY,BCH_RCNT_STY_42_DAY_IN,WDW_GTM_VPC,WDW_DAYS_TO_ARVL,WDW_DAYS_TO_ARVL_CTGRY,WDW_FUT_ARVL_MTH,WDW_PST_STY_42_DAY_IN,WDW_LST_STY_DAY_SINCE_CNT,WDW_LST_STY_YRS_SINCE_CTGRY,WDW_RCNT_STY_42_DAY_IN,DCL_GTM_VPC,DCL_DAYS_TO_ARVL,DCL_DAYS_TO_ARVL_CTGRY,DCL_FUT_ARVL_MTH,DCL_PST_STY_42_DAY_IN,DCL_LST_STY_DAY_SINCE_CNT,DCL_LST_STY_YRS_SINCE_CTGRY,DCL_RCNT_STY_42_DAY_IN,DLR_GTM_VPC,DLR_DAYS_TO_ARVL,DLR_DAYS_TO_ARVL_CTGRY,DLR_FUT_ARVL_MTH,DLR_PST_STY_42_DAY_IN,DLR_LST_STY_DAY_SINCE_CNT,DLR_LST_STY_YRS_SINCE_CTGRY,DLR_RCNT_STY_42_DAY_IN,AUL_PST_STY_42_DAY_IN,AUL_GTM_VPC,AUL_DAYS_TO_ARVL,AUL_DAYS_TO_ARVL_CTGRY,AUL_FUT_ARVL_MTH,AUL_RCNT_STY_42_DAY_IN,AUL_LST_STY_DAY_SINCE_CNT,AUL_LST_STY_YRS_SINCE_CTGRY,DLR_AP_STATUS,WDW_AP_STATUS,AUL_RCNT_SHOP_IN,AUL_DAYS_SINCE_SHOP,BCH_RCNT_SHOP_IN,BCH_DAYS_SINCE_SHOP,DLR_RCNT_SHOP_IN,DLR_DAYS_SINCE_SHOP,WDW_RCNT_SHOP_IN,WDW_DAYS_SINCE_SHOP,WDW_ACTV_TP_TKT_IN,MVMCP_VALID_IN,MNSSHP_VALID_IN,DLR_ACTV_TP_TKT_IN,CAST_MBR_IN,CAST_MBR_ADDR_IN
{9591DC02-8530-4443-91DC-0285302443E1},2159100972,CAFEF00D650200000000000177331368,151876214,7.30101E+15,509568240,522518214,505604961,518511833,53377,5 DAY PARK HOPPER PLUS AGES(10+) EXPIRES,DELTA,5/26/19,6/3/19,3/19/19,3/27/19,662640766,53377,5 DAY PARK HOPPER PLUS AGES(10+) EXPIRES,DELTA,659843705,2/20/19,3/27/19,G,0,2022853682,2159100972,N,N,N,MA,1730,USA,N,N,N,N,506,BOSTON (MANCHESTER),New England,Northeast,ADULTS,N,Y,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,Y,1,7/15/12,0,?,N,N,0,?,Y,3,12/14/17,N,?,N,?,N,?,Y,2/18/12,N,?,Y,4/17/17,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,2/28/19,N,?,N,?,N,?,Y,11/20/18,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,12/12/17,N,?,N,?,Y,5/5/14,N,?,N,?,N,?,N,?,N,?,Y,1/16/18,2/28/19,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,2,Deluxe Oceanview Stateroom,SILVER,?,?,0,?,?,?,4,Deluxe Villa,1,12,4,Deluxe Villa,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,Y,557,1_year,N,?,?,?,?,Y,2535,4+_years,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{86DC0AA1-6C8F-4B93-9C0A-A16C8F3B936D},2234685556,CAFEF00D650200000000000106242091,149211038,7.60043E+15,498163315,510991522,497608455,510429838,54630,3 DAY (1 THEME PARK PER DAY) AGES(10+) EXPIRES,DELTA,12/12/18,12/16/18,12/11/18,12/16/18,654626224,53638,3 DAY (1 THEME PARK PER DAY) AGES(10+) EXPIRES,DELTA,654321495,12/11/18,12/16/18,G,25.83,2255141984,2234685556,N,N,N,MO,63114,USA,N,N,N,N,609,ST. LOUIS,West North Central,Midwest,SENIORS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,Y,10,12/18/18,N,?,N,?,N,?,N,?,N,?,Y,6/21/19,N,?,N,?,N,?,N,?,N,?,N,?,Y,7/31/19,N,?,N,?,N,?,N,?,N,?,Y,11/28/18,N,?,N,?,N,?,Y,11/28/18,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,3/11/18,N,?,N,?,Y,3/31/15,N,?,N,?,Y,12/14/18,N,?,N,?,Y,1/20/19,6/21/19,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,8,Value,3,12,10,Value,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,Maximize,37,1_TO_3_MONTHS,7,Y,188,less_one_year,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{432BCB5D-BD91-4279-A94F-088DDA68C8A5},1971062569,CAFEF00D650200000000000370992772,152045102,9.30681E+15,510175741,523131523,507782244,520712450,59228,1 DAY (1 THEME PARK) AGES(10+) EXPIRES,DELTA,4/3/19,4/3/19,4/2/19,4/1/19,663004134,59228,1 DAY (1 THEME PARK) AGES(10+) EXPIRES,DELTA,661360638,3/12/19,4/1/19,G,0,3387589196,1971062569,N,N,N,MI,48187,USA,N,N,N,N,505,DETROIT,East North Central,Midwest,ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,N,0,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,3/13/19,N,?,N,?,N,?,N,?,N,?,N,?,3/13/19,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{FFA659DA-958A-44C9-80D6-433DE416E1CF},3185832481,CAFEF00D650200000000000185105911,149592961,9.30213E+15,499888666,512735571,497960810,510786155,53343,2 DAY (1 THEME PARK PER DAY) AGES(10+) EXPIRES,DELTA,12/30/18,1/2/19,12/29/18,1/1/19,655751688,53343,2 DAY (1 THEME PARK PER DAY) AGES(10+) EXPIRES,DELTA,654488326,12/14/18,12/30/18,G,0,3185832480,3185832481,N,N,N,PR,783,PRI,I,N,N,N,?,?,?,?,YOUNG ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,N,0,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,8/10/18,N,?,N,?,N,?,N,?,N,?,N,?,8/10/18,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{B298513A-C8AC-47E7-AFC5-589F279D926E},3314742280,CAFEF00D650200000000000351330723,150482584,9.31022E+15,503852682,516740219,498946382,511784330,54115,3 DAY (1 THEME PARK PER DAY) AGES(10+) EXPIRES,DELTA,2/4/19,2/8/19,2/3/19,2/4/19,658596106,54175,3 DAY (1 PARK PER DAY) EXCH AGES(10+) EXPIRES,DELTA,655122872,12/23/18,2/4/19,G,0,3314742279,3314742280,N,N,N,GT,37296,MEX,I,N,N,N,?,?,?,?,SENIORS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,N,0,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,12/23/18,N,?,N,?,N,?,N,?,N,?,N,?,12/23/18,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{9C69540B-1213-4E34-91F6-CBC05D79DC06},800448828,CAFEF00D650200000000000032811437,153001064,9.30091E+15,513675547,526883434,513687405,526895292,59509,1 DAY (1 THEME PARK) FL AGES(10+) EXPIRES,DELTA,5/4/19,5/4/19,5/11/19,5/3/19,665604909,59509,1 DAY (1 THEME PARK) FL AGES(10+) EXPIRES,DELTA,665636333,5/3/19,5/3/19,G,0,2496988495,800448828,N,N,N,FL,33875,USA,N,N,Y,N,539,TAMPA-ST. PETE (SARASOTA),South Atlantic,Florida,YOUNG ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,Y,1,6/17/16,N,?,N,?,N,?,N,?,N,?,Y,4/6/16,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,4/4/16,N,?,N,?,Y,10/13/16,N,?,N,?,N,?,10/13/16,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,1,Value,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,Y,1102,3_years,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{67E4E496-E469-403F-A4E4-96E469C03FDC},426063269,CAFEF00D650200000000000331843360,149089488,9.30071E+15,497612889,510434272,497423588,510242545,53337,1 DAY (1 THEME PARK) AGES(10+) EXPIRES,DELTA,12/12/18,12/12/18,12/9/18,12/11/18,654331064,53337,1 DAY (1 THEME PARK) AGES(10+) EXPIRES,DELTA,654115152,12/9/18,12/11/18,G,0,3300650312,426063269,N,N,N,MA,1603,USA,N,N,N,N,506,BOSTON (MANCHESTER),New England,Northeast,ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,N,0,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,3/29/12,N,?,N,?,Y,12/8/18,N,?,N,?,N,?,12/8/18,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,Y,N,N,N,N,N
{65E4900F-7E6B-4A2D-B519-08364928916E},2103377738,CAFEF00D650200000000000326481030,150476529,7.4012E+15,503844347,516731884,500154930,513004116,53337,1 DAY (1 THEME PARK) AGES(10+) EXPIRES,DELTA,2/5/19,2/5/19,2/4/19,2/4/19,658611174,53337,1 DAY (1 THEME PARK) AGES(10+) EXPIRES,DELTA,655834017,1/1/19,2/4/19,G,0,3298158199,2103377738,N,N,N,RI,2879,USA,N,N,N,N,521,PROVIDENCE-NEW BEDFORD,New England,Northeast,YOUNG ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,N,0,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,12/3/18,N,?,N,?,N,?,N,?,N,?,N,?,12/3/18,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{F9B86967-AC15-44A9-9B73-FC681CAEE884},354445994,CAFEF00D650200000000000205274688,150285119,9.30081E+15,503006573,515885048,502883866,515761159,53339,1 DAY PARK HOPPER AGES(10+) EXPIRES,DELTA,1/28/19,1/28/19,1/27/19,1/26/19,658017465,53339,1 DAY PARK HOPPER AGES(10+) EXPIRES,DELTA,657955722,1/25/19,1/26/19,G,0,3052444360,354445994,N,N,N,CT,6096,USA,N,N,N,N,533,HARTFORD & NEW HAVEN,New England,Northeast,ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,N,0,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,2/2/18,N,?,N,?,Y,2/28/18,N,?,N,?,Y,4/6/18,4/6/18,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{E4233147-E2E7-4D29-86A5-943F7A800850},3414016961,CAFEF00D650200000000000354524064,149764365,9.30811E+15,500721769,513575706,500735209,513589146,53337,1 DAY (1 THEME PARK) AGES(10+) EXPIRES,DELTA,1/6/19,1/6/19,1/5/19,1/5/19,656412439,53409,1 DAY (1 THEME PARK) FL AGES(10+) EXPIRES,DELTA,656374659,1/5/19,1/5/19,G,0,3325418196,3414016961,N,N,N,FL,33773,USA,N,N,Y,N,539,TAMPA-ST. PETE (SARASOTA),South Atlantic,Florida,YOUNG ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,N,0,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,1/5/19,N,?,N,?,N,?,N,?,N,?,N,?,1/5/19,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{8F892415-28F4-43E5-8924-1528F4A3E5FB},1605749543,CAFEF00D650200000000000116080779,152452821,9.30033E+15,511665147,524638264,501439816,514300757,59237,2 DAY PARK HOPPER AGES(10+) EXPIRES,DELTA,4/19/19,4/22/19,4/21/19,4/15/19,664367294,53345,2 DAY PARK HOPPER AGES(10+) EXPIRES,DELTA,656970593,1/11/19,4/15/19,G,40.91,2005848297,1605749543,N,N,N,FL,33844,USA,N,N,Y,N,539,TAMPA-ST. PETE (SARASOTA),South Atlantic,Florida,SENIORS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,N,0,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,4/8/14,N,?,N,?,Y,2/10/19,N,?,N,?,N,?,N,?,N,?,N,?,2/10/19,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{A6A4C593-09DE-4DEF-A235-E6899DB97DD6},3389229219,CAFEF00D650200000000000371294637,152878331,9.30691E+15,513135538,526337512,508027013,520960482,60330,3 DAY (1 THEME PARK PER DAY) AGES(10+) EXPIRES,DELTA,4/28/19,5/2/19,4/27/19,4/28/19,665263857,60432,3 DAY (1 PARK PER DAY) EXCH AGES(10+) EXPIRES,DELTA,661538833,3/14/19,4/28/19,G,0,3389229218,3389229219,N,N,N,ES,29060-370,BRA,I,N,N,N,?,?,?,?,ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,N,0,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,3/14/19,N,?,N,?,N,?,N,?,N,?,N,?,3/14/19,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
