swid,ref_idvl_id,exprnc_id,tkt_mod_id,new_ats_gst_id,new_sls_txn_id,new_sls_txn_dssn_id,old_sls_txn_id,old_sls_txn_dssn_id,new_ats_prod_id,new_prod_ds,new_price_subtyp_nm,new_tkt_vld_strt_dt,new_tkt_exp_d,old_tkt_vld_strt_dt,old_tkt_exp_dt,new_atsr_tkt_id,old_ats_prod_id,orig_prod_ds,orig_price_subtyp_nm,old_atsr_tkt_id,old_sls_txn_dt,new_sls_txn_dt,sls_txn_typ_cd,net_sls_am,ti2_txn_idvl_id,GST_ID,MINOR_GST_IN,EML_NULL_IN,ADDR_NULL_IN,ST_CD,ADDR_PSTL_CD,CNTRY_ID,RSDNC_CD,SOCAL_IN,FLRES_IN,US_TERR_IN,DMA_CD,DMA_DESC,DMA_DVSN_NM,DMR_RGN_NM,HSHOLD_LIFESTAGE,DVC_MBR_IN,DVC_LEAD_IN,DLR_ACTV_AP_IN,DLR_LPSD_AP_IN,DLR_LPSD_AP_DAYS,WDW_ACTV_AP_IN,WDW_LPSD_AP_IN,WDW_LPSD_AP_DAYS,ABD_INHOUSE_IN,AUL_INHOUSE_IN,BCH_INHOUSE_IN,DCL_INHOUSE_IN,DLR_INHOUSE_IN,WDW_INHOUSE_IN,ABD_PST_STY_IN,ABD_PST_STY_CNT,ABD_MAX_PST_STY_DT,AUL_PST_STY_IN,AUL_PST_STY_CNT,AUL_MAX_PST_STY_DT,BCH_PST_STY_IN,BCH_PST_STY_CNT,BCH_MAX_PST_STY_DT,DCL_PST_STY_IN,DCL_PST_STY_CNT,DCL_MAX_PST_STY_DT,DLR_PST_STY_CNT,DLR_MAX_PST_STY_DT,DLR_PST_STY_IN,DLR_GNH_PST_STY_IN,DLR_GNH_PST_STY_CNT,DLR_GNH_MAX_PST_STY_DT,WDW_PST_STY_IN,WDW_PST_STY_CNT,WDW_MAX_PST_STY_DT,ABD_BKNG_IN,ABD_MAX_BKNG_DT,AUL_BKNG_IN,AUL_MAX_BKNG_DT,BCH_BKNG_IN,BCH_MAX_BKNG_DT,DCL_BKNG_IN,DCL_MAX_BKNG_DT,DLR_BKNG_IN,DLR_MAX_BKNG_DT,WDW_BKNG_IN,WDW_MAX_BKNG_DT,ABD_FUT_STY_IN,ABD_MIN_FUT_ARVL_DT,AUL_FUT_STY_IN,AUL_MIN_FUT_ARVL_DT,BCH_FUT_STY_IN,BCH_MIN_FUT_ARVL_DT,DCL_FUT_STY_IN,DCL_MIN_FUT_ARVL_DT,DLR_FUT_STY_IN,DLR_MIN_FUT_ARVL_DT,DLR_GNH_FUT_STY_IN,DLR_GNH_MIN_FUT_ARVL_DT,WDW_FUT_STY_IN,WDW_MIN_FUT_ARVL_DT,ABD_CNCL_IN,ABD_MAX_CNCL_DT,AUL_CNCL_IN,AUL_MAX_CNCL_DT,BCH_CNCL_IN,BCH_MAX_CNCL_DT,DCL_CNCL_IN,DCL_MAX_CNCL_DT,DLR_CNCL_IN,DLR_MAX_CNCL_DT,WDW_CNCL_IN,WDW_MAX_CNCL_DT,AUL_SHOP_IN,AUL_MAX_SHP_DT,BCH_SHOP_IN,BCH_MAX_SHP_DT,DLR_SHOP_IN,DLR_MAX_SHP_DT,WDW_SHOP_IN,WDW_MAX_SHP_DT,ABD_HR_IN,ABD_MAX_HR_DT,AUL_HR_IN,AUL_MAX_HR_DT,DCL_HR_IN,DCL_MAX_HR_DT,DLR_HR_IN,DLR_MAX_HR_DT,WDW_HR_IN,WDW_MAX_HR_DT,ABD_CLTRL_IN,ABD_MAX_CLTRL_DT,AUL_CLTRL_IN,AUL_MAX_CLTRL_DT,DCL_CLTRL_IN,DCL_MAX_CLTRL_DT,DLR_CLTRL_IN,DLR_MAX_CLTRL_DT,WDW_CLTRL_IN,WDW_MAX_CLTRL_DT,DLR_STKFIG_IN,DLR_MAX_STKFIG_DT,WDW_STKFIG_IN,WDW_MAX_STKFIG_DT,DLR_DINE_IN,DLR_MAX_DINE_DT,WDW_DINE_IN,WDW_MAX_DINE_DT,DLR_PFE_IN,DLR_MAX_PFE_DT,WDW_PFE_IN,WDW_MAX_PFE_DT,REG_IN,MAX_REG_DT,AUL_DPI_PHOTO_IN,AUL_MAX_ACTV_CAPTR_DT,DLR_DPI_PHOTO_IN,DLR_MAX_ACTV_CAPTR_DT,WDW_DPI_PHOTO_IN,WDW_MAX_ACTV_CAPTR_DT,DS_ORD_IN,DS_MAX_ORD_DT,DVA_ENG_IN,DVA_MAX_ENG_DT,EML_POS_RESP_IN,MAX_EML_POS_RESP_DT,MAX_INTRCT_DT,GST_PROMO_DM,ABD_GST_PROMO_DM,AUL_GST_PROMO_DM,DCL_GST_PROMO_DM,DLR_GST_PROMO_DM,DVC_GST_PROMO_DM,WDW_GST_PROMO_DM,GST_PROMO_EM,ABD_GST_PROMO_EM,AUL_GST_PROMO_EM,DCL_GST_PROMO_EM,DLR_GST_PROMO_EM,DVC_GST_PROMO_EM,DVCMBR_GST_PROMO_EM,WDW_GST_PROMO_EM,WDW_GST_PROMO_FBCA,ABD_MAX_PST_NGHT_CNT_2YR,ABD_PST_STY_CNT_2YR,ABD_MAX_PST_NGHT_CNT,AUL_MAX_PST_NGHT_CNT_2YR,AUL_PST_STY_CNT_2YR,AUL_LST_STY_MTH_2YR,AUL_MAX_PST_NGHT_CNT,DCL_LST_STY_CTGY_2YR,DCL_MAX_PST_NGHT_CNT_2YR,DCL_LST_PORT_2YR,DCL_PST_STY_CNT_2YR,DCL_LST_REGN_2YR,DCL_MAX_PST_NGHT_CNT,DCL_PST_STY_HGHST_CTGY,DCL_CSTWY_CLB_STS,DLR_MAX_PST_NGHT_CNT_2YR,DLR_LST_STY_CTGY_2YR,DLR_PST_STY_CNT_2YR,DLR_LST_STY_MTH_2YR,DLR_MAX_PST_NGHT_CNT,DLR_PST_STY_HGHST_CTGY,WDW_MAX_PST_NGHT_CNT_2YR,WDW_LST_STY_CTGY_2YR,WDW_PST_STY_CNT_2YR,WDW_LST_STY_MTH_2YR,WDW_MAX_PST_NGHT_CNT,WDW_PST_STY_HGHST_CTGY,ABD_GTM_VPC,ABD_DAYS_TO_ARVL,ABD_DAYS_TO_ARVL_CTGRY,ABD_FUT_ARVL_MTH,ABD_PST_STY_42_DAY_IN,ABD_LST_STY_DAY_SINCE_CNT,ABD_LST_STY_YRS_SINCE_CTGRY,ABD_RCNT_STY_42_DAY_IN,BCH_GTM_VPC,BCH_DAYS_TO_ARVL,BCH_DAYS_TO_ARVL_CTGRY,BCH_FUT_ARVL_MTH,BCH_PST_STY_42_DAY_IN,BCH_LST_STY_DAY_SINCE_CNT,BCH_LST_STY_YRS_SINCE_CTGRY,BCH_RCNT_STY_42_DAY_IN,WDW_GTM_VPC,WDW_DAYS_TO_ARVL,WDW_DAYS_TO_ARVL_CTGRY,WDW_FUT_ARVL_MTH,WDW_PST_STY_42_DAY_IN,WDW_LST_STY_DAY_SINCE_CNT,WDW_LST_STY_YRS_SINCE_CTGRY,WDW_RCNT_STY_42_DAY_IN,DCL_GTM_VPC,DCL_DAYS_TO_ARVL,DCL_DAYS_TO_ARVL_CTGRY,DCL_FUT_ARVL_MTH,DCL_PST_STY_42_DAY_IN,DCL_LST_STY_DAY_SINCE_CNT,DCL_LST_STY_YRS_SINCE_CTGRY,DCL_RCNT_STY_42_DAY_IN,DLR_GTM_VPC,DLR_DAYS_TO_ARVL,DLR_DAYS_TO_ARVL_CTGRY,DLR_FUT_ARVL_MTH,DLR_PST_STY_42_DAY_IN,DLR_LST_STY_DAY_SINCE_CNT,DLR_LST_STY_YRS_SINCE_CTGRY,DLR_RCNT_STY_42_DAY_IN,AUL_PST_STY_42_DAY_IN,AUL_GTM_VPC,AUL_DAYS_TO_ARVL,AUL_DAYS_TO_ARVL_CTGRY,AUL_FUT_ARVL_MTH,AUL_RCNT_STY_42_DAY_IN,AUL_LST_STY_DAY_SINCE_CNT,AUL_LST_STY_YRS_SINCE_CTGRY,DLR_AP_STATUS,WDW_AP_STATUS,AUL_RCNT_SHOP_IN,AUL_DAYS_SINCE_SHOP,BCH_RCNT_SHOP_IN,BCH_DAYS_SINCE_SHOP,DLR_RCNT_SHOP_IN,DLR_DAYS_SINCE_SHOP,WDW_RCNT_SHOP_IN,WDW_DAYS_SINCE_SHOP,WDW_ACTV_TP_TKT_IN,MVMCP_VALID_IN,MNSSHP_VALID_IN,DLR_ACTV_TP_TKT_IN,CAST_MBR_IN,CAST_MBR_ADDR_IN
{91EDD397-C181-4446-B7F8-19D99FEA1AFB},3367833773,CAFEF00D650200000000000365650963,151229080,9.30872E+15,506989702,519911568,506544103,519461632,53345,2 DAY PARK HOPPER AGES(10+) EXPIRES,DELTA,3/13/19,3/16/19,3/14/19,3/5/19,660780939,53345,2 DAY PARK HOPPER AGES(10+) EXPIRES,DELTA,660458235,3/1/19,3/5/19,G,0,3367833772,3367833773,N,N,N,PA,19335,USA,N,N,N,N,504,PHILADELPHIA,Mid-Atlantic,Northeast,ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,N,0,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,3/18/10,N,?,N,?,N,?,N,?,N,?,N,?,3/18/10,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{D1D45273-CC6B-4005-9452-73CC6B3005EC},105864312,CAFEF00D650200000000000208027670,150632630,9.30061E+15,504478458,517373066,497421095,510240052,53387,7 DAY PARK HOPPER AGES(10+) EXPIRES,DELTA,12/2/19,6/10/19,2/10/19,2/10/19,659027099,53387,7 DAY PARK HOPPER AGES(10+) EXPIRES,DELTA,654110530,12/9/18,2/10/19,G,1.96,1615584337,105864312,N,N,N,MO,63110,USA,N,N,N,N,609,ST. LOUIS,West North Central,Midwest,SENIORS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,Y,5,2/15/19,N,?,N,?,N,?,N,?,N,?,Y,2/10/19,N,?,N,?,N,?,N,?,N,?,N,?,Y,12/2/19,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,2/10/19,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,7/1/09,Y,7/1/09,N,?,N,?,N,?,N,?,N,?,N,?,Y,3/10/12,N,?,N,?,Y,2/16/18,N,?,N,?,Y,10/22/18,2/15/19,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,7,Deluxe,2,2,8,Deluxe,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,Maximize,161,3_TO_6_MONTHS,12,Y,129,less_one_year,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,Y,N,N,N,N,N
{E75AAB2A-3AAA-40F5-9AAB-2A3AAA60F590},336938846,CAFEF00D650200000000000230846814,152604116,7.60262E+15,512150293,525128986,508731506,521672183,59235,2 DAY (1 THEME PARK PER DAY) AGES(10+) EXPIRES,DELTA,4/20/19,4/23/19,4/23/19,4/19/19,664678009,59236,2 DAY (1 THEME PARK PER DAY) AGES(3-9) EXPIRES,DELTA,661988322,3/20/19,4/19/19,G,10.38,1904763644,336938846,N,N,N,NJ,8872,USA,N,N,N,N,501,NEW YORK,Mid-Atlantic,Northeast,ADULTS,N,Y,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,Y,2,11/12/16,N,?,N,?,N,?,N,?,N,?,Y,12/10/15,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,2/24/13,Y,2/24/13,N,?,N,?,N,?,Y,11/10/16,N,?,N,?,Y,4/23/13,N,?,N,?,Y,4/13/17,N,?,N,?,Y,5/15/17,5/15/17,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,5,Deluxe Villa,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,Y,954,2_years,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,Y,N,N,N,N,N
{328B8F21-F9D6-4338-8B8F-21F9D6D33881},934509351,CAFEF00D650200000000000324851148,149106478,9.30262E+15,497709680,510532378,495012356,507803977,53465,4 DAY PARK HOPPER FL AGES(10+) EXPIRES,DELTA,12/12/18,12/18/18,12/10/18,12/16/18,654380915,53507,4 DAY PARK HOPPER FL EXCH AGES(10+) EXPIRES,DELTA,652576286,11/17/18,12/12/18,G,4.89,1796255470,934509351,N,N,N,FL,32073,USA,N,N,Y,N,561,JACKSONVILLE,South Atlantic,Florida,ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,Y,1,6/9/13,0,?,N,N,0,?,N,0,?,N,?,N,?,N,?,Y,2/24/13,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,9/12/12,Y,9/12/12,N,?,Y,9/12/12,Y,9/12/12,N,?,N,?,Y,9/12/12,Y,10/13/08,Y,10/13/08,N,?,N,?,N,?,N,?,N,?,N,?,Y,2/24/13,N,?,N,?,N,?,N,?,N,?,N,?,6/9/13,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,?,0,?,?,0,?,?,?,?,?,0,?,3,Deluxe Oceanview Stateroom with Verandah,SILVER,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,Y,2206,4+_years,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{BBCA8DCA-5717-452F-8569-1C2FB2241DDD},3316713010,CAFEF00D650200000000000351907263,150637590,9.30793E+15,504488774,517383382,502908676,515785969,53409,1 DAY (1 THEME PARK) FL AGES(10+) EXPIRES,DELTA,3/2/19,3/2/19,2/23/19,2/10/19,658994944,53409,1 DAY (1 THEME PARK) FL AGES(10+) EXPIRES,DELTA,657927736,1/25/19,2/10/19,G,0,3316713009,3316713010,N,N,N,FL,33935,USA,N,N,Y,N,571,FT. MYERS-NAPLES,South Atlantic,Florida,YOUNG ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,N,0,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,12/26/18,N,?,N,?,N,?,N,?,N,?,N,?,12/26/18,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{C9F879E0-86DB-4546-9B7E-BE9D963927F6},2506140679,CAFEF00D650200000000000376753065,153814292,9.30811E+15,517496357,530944035,510832082,523795923,59239,2 DAY PARK HOPPER PLUS AGES(10+) EXPIRES,DELTA,6/9/19,6/13/19,6/8/19,6/9/19,667888824,59242,3 DAY (1 THEME PARK PER DAY) AGES(10+) EXPIRES,DELTA,663657207,4/7/19,6/9/19,G,0,3287046081,2506140679,N,N,N,TX,78665,USA,N,N,N,N,635,AUSTIN,West South Central,South,PREK,N,Y,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,Y,2,6/13/19,N,?,N,?,N,?,N,?,N,?,Y,3/3/19,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,4/14/16,N,?,N,?,N,?,Y,6/9/18,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,6/8/19,N,?,N,?,Y,6/16/18,N,?,N,?,N,?,N,?,N,?,Y,2/6/19,6/13/19,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,6,Campground,1,6,6,Campground,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,Advocate,?,?,?,N,11,less_one_year,Y,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{3234BBD8-D380-461B-8C09-6B5ACAD758AF},3450468577,CAFEF00D650200000000000386835668,153745775,9.3082E+15,517136663,530579407,517126937,530569681,59228,1 DAY (1 THEME PARK) AGES(10+) EXPIRES,DELTA,6/7/19,6/5/19,7/6/19,6/5/19,667641571,59228,1 DAY (1 THEME PARK) AGES(10+) EXPIRES,DELTA,667628186,6/5/19,6/5/19,G,0,3450468576,3450468577,N,N,N,GA,30168,USA,N,N,N,N,524,ATLANTA,South Atlantic,South,ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,N,0,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,4/12/19,N,?,N,?,N,?,N,?,N,?,N,?,4/12/19,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,Y,N,N,N,N,N
{66B34EDC-065A-4097-9779-27D65755FA7C},364188339,CAFEF00D650200000000000314988471,148629323,9.30332E+15,495352368,508147521,494884945,507675230,57006,4 DAY PARK HOPPER FL AGES(10+) EXPIRES,DELTA,11/21/18,11/27/18,11/20/18,11/20/18,652843443,57030,4 DAY PARK HOPPER FL EXCHANGE AGES(10+) EXPIRES,DELTA,652472514,11/16/18,11/20/18,G,0,3287709356,364188339,N,N,N,FL,33138,USA,N,N,Y,N,528,MIAMI-FT. LAUDERDALE,South Atlantic,Florida,SENIORS,N,N,N,N,?,N,Y,2389,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,Y,1,2/14/13,0,?,N,N,0,?,Y,1,10/24/12,N,?,N,?,N,?,Y,12/17/12,N,?,Y,8/24/12,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,12/23/11,Y,12/23/11,N,?,Y,12/23/11,Y,12/23/11,N,?,N,?,Y,12/23/11,Y,11/18/11,Y,11/18/11,N,?,N,?,N,?,Y,10/23/12,N,?,Y,2/4/12,Y,11/16/18,N,?,N,?,N,?,N,?,N,?,N,?,11/16/18,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,?,0,?,?,0,?,?,?,?,?,0,?,4,Deluxe Family Oceanview Stateroom with Verandah,SILVER,?,?,0,?,?,?,?,?,0,?,3,Value,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,Y,2434,4+_years,N,?,?,?,?,Y,2321,4+_years,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,Lapsed,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{171B10C5-E02B-492B-AD83-271B3D73168A},1900792912,CAFEF00D650200000000000369121176,151229889,9.31001E+15,506990918,519912784,506993092,519914958,53520,1 DAY PARK HPR FL EXCH AGES(10+) EXPIRES,DELTA,5/13/19,5/12/19,5/9/19,3/5/19,660782637,53520,1 DAY PARK HPR FL EXCH AGES(10+) EXPIRES,DELTA,660785484,3/5/19,3/5/19,G,0,3380944519,1900792912,N,N,N,FL,32259,USA,N,N,Y,N,561,JACKSONVILLE,South Atlantic,Florida,TEEN,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,Y,2,5/14/19,N,?,N,?,N,?,N,?,N,?,Y,1/23/19,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,3/5/19,N,?,N,?,N,?,N,?,N,?,Y,1/14/19,5/14/19,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,5,Campground,2,5,5,Moderate,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,Advocate,?,?,?,N,41,less_one_year,Y,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{A0E7411D-D432-4E6A-A741-1DD432BE6A93},2152096775,CAFEF00D650200000000000047205876,149572016,7.60452E+15,499746545,512592260,499295281,512608596,53369,4 DAY PARK HOPPER AGES(10+) EXPIRES,DELTA,2/27/19,3/1/19,2/28/19,12/29/18,655581523,53369,4 DAY PARK HOPPER AGES(10+) EXPIRES,DELTA,655567887,12/29/18,12/29/18,G,0,1774388491,2152096775,N,N,N,TN,37421,USA,N,N,N,N,575,CHATTANOOGA,East South Central,South,TEEN,N,N,N,N,?,Y,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,Y,1,10/10/14,0,?,N,N,0,?,Y,8,5/28/19,N,?,N,?,N,?,Y,12/12/13,N,?,Y,5/30/19,N,?,N,?,N,?,N,?,N,?,N,?,Y,10/25/19,N,?,N,?,N,?,N,?,N,?,Y,7/16/18,N,?,N,?,N,?,Y,5/30/19,N,?,N,?,N,?,Y,12/7/12,N,?,N,?,N,?,N,?,Y,9/11/18,Y,9/11/18,N,?,N,?,N,?,Y,5/23/13,N,?,Y,10/7/15,Y,12/7/12,N,?,N,?,N,?,N,?,N,?,Y,11/26/18,5/30/19,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,4,Standard Inside Stateroom,SILVER,?,?,0,?,?,?,7,Value,5,11,7,Moderate,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,Advocate,123,3_TO_6_MONTHS,10,N,27,less_one_year,Y,?,?,?,?,Y,1718,4+_years,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,Active,N,?,N,?,N,?,Y,25,N,N,N,N,N,N
{422AE877-475B-401A-A734-930DCD6D72D7},124303903,CAFEF00D650200000000000311975063,149230573,9.3076E+15,498262796,511092067,496990956,509804287,53409,1 DAY (1 THEME PARK) FL AGES(10+) EXPIRES,DELTA,2/2/19,2/2/19,2/7/19,12/17/18,654705515,53409,1 DAY (1 THEME PARK) FL AGES(10+) EXPIRES,DELTA,653808521,12/5/18,12/17/18,G,5.32,3271124162,124303903,N,N,N,FL,34275,USA,N,N,Y,N,539,TAMPA-ST. PETE (SARASOTA),South Atlantic,Florida,SENIORS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,Y,1,2/7/19,N,?,N,?,N,?,N,?,N,?,Y,12/1/18,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,8/12/17,N,?,N,?,N,?,Y,12/1/18,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,6/17/18,N,?,N,?,N,?,N,?,N,?,Y,2/10/19,2/10/19,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,5,Deluxe Villa,1,2,5,Deluxe Villa,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,Y,137,less_one_year,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{4E3386E6-210D-42AE-B8BF-78BC8CF28C65},3319464255,CAFEF00D650200000000000008965502,150634144,7.60461E+15,504481626,517376234,500163405,513012591,53369,4 DAY PARK HOPPER AGES(10+) EXPIRES,DELTA,5/30/19,2/22/19,3/2/19,2/10/19,658981609,54051,4 DAY PARK HOPPER AGES(10+) EXPIRES,DELTA,655848468,1/1/19,2/10/19,G,12.26,379509099,3319464255,N,N,N,LA,70763,USA,N,N,N,N,622,NEW ORLEANS,West South Central,South,Unknown,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,Y,1,2/10/16,N,?,N,?,N,?,N,?,N,?,Y,12/29/15,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,2/9/16,N,?,N,?,Y,4/27/05,N,?,N,?,Y,2/9/16,N,?,N,?,N,?,2/10/16,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,4,Value,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,Y,1230,3_years,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
